Disaster_Number,Incident_Type,Application_Title,DCC,Damage_Category,Project_Size,County,State_Code,Project_Amount,Federal_Share_Obligated,Total_Obligated,declaration_date,obligated_date
1275,Severe Storm(s),B-1 ROADS AND BRIDGES,C,Roads and Bridges,Small,Davidson,TN,2640.85,1980.64,2121.67,1999-05-12 04:00:00+00:00,1999-06-04 18:03:45+00:00
1275,Severe Storm(s),B-1 LARGE PROJECT  DEBRIS REMOVAL,A,Debris Removal,Large,Davidson,TN,94148.39,70611.29,74054.13,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),B-1 DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,13570.2,10177.65,10796.46,1999-05-12 04:00:00+00:00,1999-06-04 18:06:14+00:00
1275,Severe Storm(s),AIRPORT,G,Recreational or Other,Small,Davidson,TN,14509.0,10881.75,11430.19,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),AIRFIELD LIGHTING AND SIGNS,G,Recreational or Other,Small,Davidson,TN,15940.0,11955.0,12557.53,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,46538.0,34903.5,36662.64,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,17509.0,13131.75,13793.59,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),LIFT STATION,F,Public Utilities,Small,Davidson,TN,8636.0,6477.0,6771.8,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),B-1 DAMAGED BUILDING,E,Public Buildings,Small,Davidson,TN,6102.4,4576.8,4745.84,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),B-1 DAMAGED BUILDING,E,Public Buildings,Small,Davidson,TN,11939.0,8954.25,9284.96,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),B-1 DAMAGED BUILDING,E,Public Buildings,Small,Davidson,TN,28981.0,21735.75,22538.53,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),B-2 PUBLIC BUILDINGS,E,Public Buildings,Small,Davidson,TN,1085.0,813.75,843.8,1999-05-12 04:00:00+00:00,1999-06-07 18:57:04+00:00
1275,Severe Storm(s),DEBRIS REMOVAL - LARGE PROJECT,A,Debris Removal,Large,Davidson,TN,291403.5,218552.63,227567.12,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),DEBRIS REMOVAL - LARGE PROJECT,A,Debris Removal,Large,Davidson,TN,507582.0,380686.51,393837.38,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),EMERGENCY OPERATIONS,B,Protective Measures,Large,Davidson,TN,68246.23,51184.67,53313.97,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),DEBRIS REMOVAL - LARGE PROJECT,A,Debris Removal,Large,Davidson,TN,0.0,0.0,279.67,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),VOLUNTEER - EMERGENCY WORK,B,Protective Measures,Small,Davidson,TN,4116.5,3087.38,3144.19,1999-05-12 04:00:00+00:00,2000-10-26 16:03:54+00:00
1275,Severe Storm(s),ELECTRICAL DISTRIBUTION SYSTEM,F,Public Utilities,Large,Davidson,TN,1472569.15,1104426.86,1135081.62,1999-05-12 04:00:00+00:00,1999-09-08 17:37:34+00:00
1275,Severe Storm(s),ELECTRIC DISTRIBUTION SYSTEM,A,Debris Removal,Large,Davidson,TN,348564.0,261423.0,272088.22,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),ELECTRICAL DISTRIBUTUION SYSTEM,B,Protective Measures,Large,Davidson,TN,138228.0,103671.0,107499.91,1999-05-12 04:00:00+00:00,1999-08-11 23:31:04+00:00
1275,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Large,Davidson,TN,304610.24,228457.68,233960.46,1999-05-12 04:00:00+00:00,2000-08-28 22:21:34+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,4050.72,3038.04,3191.16,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,13414.4,10060.8,10567.86,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,4827.54,3620.66,3803.14,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC UTILITIES,F,Public Utilities,Large,Davidson,TN,867447.0,650585.25,683901.15,2000-06-12 04:00:00+00:00,2000-06-29 01:39:23+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Large,Davidson,TN,188941.0,141705.75,147500.92,2000-06-12 04:00:00+00:00,2000-06-29 01:39:23+00:00
1331,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Large,Davidson,TN,134274.0,100705.5,103845.25,2000-06-12 04:00:00+00:00,2000-06-29 19:13:42+00:00
1331,Severe Storm(s),RECREATIONAL OR OTHER,G,Recreational or Other,Small,Davidson,TN,12500.0,9375.0,9847.5,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,7315.0,5486.25,5762.76,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),ROADS AND BRIDGES,C,Roads and Bridges,Small,Davidson,TN,5816.7,4362.53,4582.4,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,4950.0,3712.5,3899.61,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),ROADS AND BRIDGES,C,Roads and Bridges,Small,Davidson,TN,4645.5,3484.13,3659.73,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),RECREATIONAL OR OTHER,G,Recreational or Other,Small,Davidson,TN,1355.5,1016.63,1067.86,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),RECREATIONAL OR OTHER,G,Recreational or Other,Small,Davidson,TN,4897.0,3672.75,3857.86,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,1482.26,1111.7,1167.73,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC UTILITIES,F,Public Utilities,Large,Davidson,TN,26086.0,19564.5,20802.19,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,3690.52,2767.89,2907.39,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,1583.0,1187.25,1247.09,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Large,Davidson,TN,174957.57,131218.18,136064.5,2000-06-12 04:00:00+00:00,2000-07-03 17:26:01+00:00
1331,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,6268.14,4701.11,4882.46,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),PUBLIC UTILITIES,F,Public Utilities,Large,Davidson,TN,77535.0,58151.25,59515.88,2000-06-12 04:00:00+00:00,2000-07-01 18:39:26+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,39000.0,29250.0,30724.2,2000-06-12 04:00:00+00:00,2000-07-28 15:39:43+00:00
1331,Severe Storm(s),ROADS AND BRIDGES,C,Roads and Bridges,Small,Davidson,TN,15000.0,11250.0,11817.0,2000-06-12 04:00:00+00:00,2000-07-28 15:39:43+00:00
1331,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,22000.0,16500.0,17331.6,2000-06-12 04:00:00+00:00,2000-07-28 15:39:43+00:00
1634,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,2000.0,1500.0,1547.7,2006-04-05 04:00:00+00:00,2006-11-07 00:52:07+00:00
1634,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,7038.71,5279.03,5517.64,2006-04-05 04:00:00+00:00,2006-09-19 22:39:53+00:00
1634,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Small,Davidson,TN,8391.44,6293.58,6578.04,2006-04-05 04:00:00+00:00,2006-09-19 22:39:53+00:00
1634,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,31483.74,23612.81,24680.11,2006-04-05 04:00:00+00:00,2006-12-18 21:49:25+00:00
1634,Severe Storm(s),DEBRIS REMOVAL,A,Debris Removal,Large,Davidson,TN,282915.43,212186.57,219939.11,2006-04-05 04:00:00+00:00,2006-09-19 22:39:53+00:00
1634,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Large,Davidson,TN,78717.24,59037.93,60915.33,2006-04-05 04:00:00+00:00,2006-11-07 00:52:07+00:00
1634,Severe Storm(s),EMERGENCY PROTECTIVE MEASURES,B,Protective Measures,Small,Davidson,TN,13503.93,10127.95,10585.73,2006-04-05 04:00:00+00:00,2006-11-07 00:52:07+00:00
1634,Severe Storm(s),PUBLIC BUILDINGS AND FACILITIES,E,Public Buildings,Small,Davidson,TN,2500.0,1875.0,1959.75,2006-04-05 04:00:00+00:00,2006-11-07 00:52:07+00:00
1634,Severe Storm(s),DONATED RESOURCES,B,Protective Measures,Large,Davidson,TN,72579.96,56166.0,56166.0,2006-04-05 04:00:00+00:00,2009-08-05 01:24:37+00:00
1909,Severe Storm(s),BMGGP01 -  Stone Wall - PW 58v1,G,Recreational or Other,Large,Davidson,TN,234058.86,210652.97,210652.97,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),FHCFF08 - Roads - Asphalt Road and Curb Repair,C,Roads and Bridges,Small,Davidson,TN,24981.85,22483.67,22483.67,2010-05-04 04:00:00+00:00,2010-09-25 06:38:50+00:00
1909,Severe Storm(s),"FHCFF09 - Roads - Washed Ditches, Embankment Erosion,",C,Roads and Bridges,Large,Davidson,TN,118539.6,106685.64,106685.64,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),FHCLS07 - Roadways and Ditches,C,Roads and Bridges,Small,Davidson,TN,14385.0,12946.5,12946.5,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),FHCLS08 - Roadways,C,Roads and Bridges,Small,Davidson,TN,6931.0,6237.9,6237.9,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),"FHCFF07 - Road Shoulder Washing, Embankment Erosion",C,Roads and Bridges,Small,Davidson,TN,2588.2,2329.38,2329.38,2010-05-04 04:00:00+00:00,2010-08-16 15:42:52+00:00
1909,Severe Storm(s),"FHAFF06 - Vegetative, Sediment and Construction Debris",A,Debris Removal,Large,Davidson,TN,104753.0,94277.7,94277.7,2010-05-04 04:00:00+00:00,2010-07-13 01:39:31+00:00
1909,Severe Storm(s),FHBLS04 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,12440.0,11196.0,11196.0,2010-05-04 04:00:00+00:00,2010-07-13 01:39:31+00:00
1909,Severe Storm(s),FHCLS06 - Roadways and Ditches,C,Roads and Bridges,Large,Davidson,TN,87984.55,79186.1,79186.1,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),"FHCLS05 - Roadway, Ditches, Culvert",C,Roads and Bridges,Small,Davidson,TN,9100.0,8190.0,8190.0,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),BECRR04 - Four Asphalt Paved Road Sites,C,Roads and Bridges,Small,Davidson,TN,11346.21,10211.59,10211.59,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),BECRR05 - Forsythe Place Bridge,C,Roads and Bridges,Small,Davidson,TN,19350.68,17415.61,17415.61,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),BEARR01 - Debris from Flooded Homes,A,Debris Removal,Small,Davidson,TN,4056.65,3650.99,3650.99,2010-05-04 04:00:00+00:00,2010-07-29 20:17:20+00:00
1909,Severe Storm(s),BEARR06 - Debris,A,Debris Removal,Small,Davidson,TN,1536.66,1383.0,1383.0,2010-05-04 04:00:00+00:00,2010-07-29 20:17:20+00:00
1909,Severe Storm(s),BEERR03 - Three City vehicles,E,Public Buildings,Small,Davidson,TN,3005.98,2705.38,2705.38,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),BECRO04 - Road Shoulder Washout,C,Roads and Bridges,Small,Davidson,TN,2853.36,2568.02,2568.02,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),OACRR02 - Paving Washed Off Glendale Bridge,C,Roads and Bridges,Small,Davidson,TN,12337.89,11104.1,11104.1,2010-05-04 04:00:00+00:00,2010-08-14 03:18:54+00:00
1909,Severe Storm(s),OAARR03 - Household Debris from Flooded Homes,A,Debris Removal,Small,Davidson,TN,3543.67,3189.3,3189.3,2010-05-04 04:00:00+00:00,2010-07-29 20:17:20+00:00
1909,Severe Storm(s),BEARO05 - Debris Within Public Right-of-Way,A,Debris Removal,Small,Davidson,TN,4398.6,3958.74,3958.74,2010-05-04 04:00:00+00:00,2010-07-29 20:17:20+00:00
1909,Severe Storm(s),NAGMM02 - Temporary Debris Site,G,Recreational or Other,Large,Davidson,TN,79329.37,71396.43,71396.43,2010-05-04 04:00:00+00:00,2010-08-16 15:42:52+00:00
1909,Severe Storm(s),BEARR08 - Debris,A,Debris Removal,Small,Davidson,TN,2794.98,2515.48,2515.48,2010-05-04 04:00:00+00:00,2010-08-16 15:42:52+00:00
1909,Severe Storm(s),BEERR07 - Emerg Protective Measures - Public Buildings,E,Public Buildings,Small,Davidson,TN,2785.12,2506.61,2506.61,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NAGMM01 - Edwin Warner Temporary Debris Site,G,Recreational or Other,Large,Davidson,TN,83730.48,75357.43,75357.43,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NAGMM03 - Airport Temporary Dump Site,G,Recreational or Other,Small,Davidson,TN,10623.67,9561.3,9561.3,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),OAARO11 - Household Debris Removal,A,Debris Removal,Small,Davidson,TN,5373.38,4836.04,4836.04,2010-05-04 04:00:00+00:00,2010-08-16 15:42:52+00:00
1909,Severe Storm(s),OAARO06 - Debris Removal,A,Debris Removal,Small,Davidson,TN,5060.48,4554.43,4554.43,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM12 - Roads,C,Roads and Bridges,Small,Davidson,TN,40757.38,36681.64,36681.64,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM13 - Roads,C,Roads and Bridges,Small,Davidson,TN,57015.36,51313.82,51313.82,2010-05-04 04:00:00+00:00,2010-08-21 22:38:20+00:00
1909,Severe Storm(s),NACWM10 - Roads,C,Roads and Bridges,Small,Davidson,TN,6424.81,5782.33,5782.33,2010-05-04 04:00:00+00:00,2010-08-16 15:42:52+00:00
1909,Severe Storm(s),NACWM11 - Roads,C,Roads and Bridges,Small,Davidson,TN,48374.78,43537.3,43537.3,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),CRELS10 - Debris Removal,E,Public Buildings,Small,Davidson,TN,15000.0,13500.0,13500.0,2010-05-04 04:00:00+00:00,2010-11-05 01:30:47+00:00
1909,Severe Storm(s),Damaged Building Component Removal,E,Public Buildings,Small,Davidson,TN,350.12,315.11,315.11,2010-05-04 04:00:00+00:00,2010-11-11 02:45:10+00:00
1909,Severe Storm(s),NACWM08 - Roads,C,Roads and Bridges,Small,Davidson,TN,33207.05,29886.35,29886.35,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),OACRO08 - Road Sites,C,Roads and Bridges,Small,Davidson,TN,52320.34,47088.31,47088.31,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM07 - Roads,C,Roads and Bridges,Small,Davidson,TN,15104.64,13594.18,13594.18,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM05 - Roads,C,Roads and Bridges,Small,Davidson,TN,41156.55,37040.9,37040.9,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM09 - Roads,C,Roads and Bridges,Small,Davidson,TN,15447.5,13902.75,13902.75,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM06 - Roads,C,Roads and Bridges,Small,Davidson,TN,21620.54,19458.49,19458.49,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM04 - Roads,C,Roads and Bridges,Small,Davidson,TN,26183.8,23565.42,23565.42,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM01 - Roads,C,Roads and Bridges,Small,Davidson,TN,48859.95,43973.96,43973.96,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM03 - Road  and CMP Culvert,C,Roads and Bridges,Small,Davidson,TN,12366.76,11130.08,11130.08,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),NACWM02 - Roads,C,Roads and Bridges,Small,Davidson,TN,13788.51,12409.66,12409.66,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),OACRO09 - 2 Roadway Washout Sites,C,Roads and Bridges,Small,Davidson,TN,24253.79,21828.41,21828.41,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),TNBLS16 - Emergency Underground Power Grid,B,Protective Measures,Small,Davidson,TN,48220.86,43398.77,43398.77,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),CRELS13 - Building Contents,E,Public Buildings,Small,Davidson,TN,3249.5,2924.55,2924.55,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),LACST02 - City Streets,C,Roads and Bridges,Small,Davidson,TN,5525.48,4972.93,4972.93,2010-05-04 04:00:00+00:00,2010-08-17 19:00:07+00:00
1909,Severe Storm(s),OAAR015 - City Wide Debris Clean-up and Removal,A,Debris Removal,Small,Davidson,TN,16434.42,14790.98,14790.98,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),"OACRO10 - 3 Roadway, Shoulder, and Ditch Damage Sites",C,Roads and Bridges,Small,Davidson,TN,3485.69,3137.12,3137.12,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),TNCLS18 - University Road,C,Roads and Bridges,Small,Davidson,TN,3600.0,3240.0,3240.0,2010-05-04 04:00:00+00:00,2010-08-24 20:01:25+00:00
1909,Severe Storm(s),TNCLS19 - Roadway,C,Roads and Bridges,Small,Davidson,TN,10302.91,9272.62,9272.62,2010-05-04 04:00:00+00:00,2010-08-24 20:01:25+00:00
1909,Severe Storm(s),TNBLS14 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,3586.51,3227.86,3227.86,2010-05-04 04:00:00+00:00,2010-08-20 22:51:50+00:00
1909,Severe Storm(s),TNBLS15 - Emergency Fence,B,Protective Measures,Small,Davidson,TN,1875.0,1687.5,1687.5,2010-05-04 04:00:00+00:00,2010-08-24 20:01:25+00:00
1909,Severe Storm(s),OAGRO12 - 7 Damaged Historical Stacked Stone Fence,G,Recreational or Other,Small,Davidson,TN,23360.48,21024.43,21024.43,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),"OACROV1 - 3 Roadway, Shoulder, and Ditch Sites",C,Roads and Bridges,Small,Davidson,TN,21362.15,19225.94,19225.94,2010-05-04 04:00:00+00:00,2010-08-24 20:01:25+00:00
1909,Severe Storm(s),"OACRO13 - Roadway, Shoulder And Ditch Damage",C,Roads and Bridges,Small,Davidson,TN,21647.48,19482.73,19482.73,2010-05-04 04:00:00+00:00,2010-08-17 01:55:33+00:00
1909,Severe Storm(s),LAAST01 - Debris Removal,A,Debris Removal,Small,Davidson,TN,31619.56,28457.6,28457.6,2010-05-04 04:00:00+00:00,2010-08-20 22:51:50+00:00
1909,Severe Storm(s),NAGSC03 - Metropolitan Nashville Public Schools - Baseb,G,Recreational or Other,Small,Davidson,TN,8002.31,7202.08,7202.08,2010-05-04 04:00:00+00:00,2010-11-11 02:45:10+00:00
1909,Severe Storm(s),NAESC43 - Metropolitan Nashville Public Schools'School,E,Public Buildings,Small,Davidson,TN,263.06,236.75,236.75,2010-05-04 04:00:00+00:00,2011-01-28 04:29:13+00:00
1909,Severe Storm(s),CRELS12 - Building Contents,E,Public Buildings,Small,Davidson,TN,7947.66,7152.89,7152.89,2010-05-04 04:00:00+00:00,2010-11-05 01:30:47+00:00
1909,Severe Storm(s),TNBLS22 - Emergency Vehicle Rental,B,Protective Measures,Small,Davidson,TN,1016.7,915.03,915.03,2010-05-04 04:00:00+00:00,2010-08-17 19:00:07+00:00
1909,Severe Storm(s),NAESC27 - Metropolitan Nashville Public Schools-Portabl,E,Public Buildings,Small,Davidson,TN,1886.89,1698.2,1698.2,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABLC01 - Emergency Protective Measures,B,Protective Measures,Large,Davidson,TN,144075.59,129668.03,129668.03,2010-05-04 04:00:00+00:00,2010-08-31 01:15:20+00:00
1909,Severe Storm(s),TNFLS24 - 5KV Underground High Voltage Cable,B,Protective Measures,Small,Davidson,TN,22378.07,20140.26,20140.26,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),NDBFF18 - Emergency Protective Measures(Transportation,B,Protective Measures,Small,Davidson,TN,3094.6,2785.14,2785.14,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),CREKH02 - Community Resource Center,E,Public Buildings,Small,Davidson,TN,55104.0,49593.6,49593.6,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),OACRR01 - 6 Road Sites,C,Roads and Bridges,Small,Davidson,TN,31883.21,28694.89,28694.89,2010-05-04 04:00:00+00:00,2010-11-11 02:45:10+00:00
1909,Severe Storm(s),NDEFF03 - 100 Woodland Street (Public Defenders Office),E,Public Buildings,Small,Davidson,TN,2180.06,1962.05,1962.05,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),TNGLS21 - Warning Track,G,Recreational or Other,Small,Davidson,TN,3900.0,3510.0,3510.0,2010-05-04 04:00:00+00:00,2010-09-11 22:43:05+00:00
1909,Severe Storm(s),TNFLS17 - 5 KV Underground Cable,F,Public Utilities,Small,Davidson,TN,42362.11,38125.9,38125.9,2010-05-04 04:00:00+00:00,2010-09-11 22:43:05+00:00
1909,Severe Storm(s),TNFLS23 - Hight Voltage/Electrical System,F,Public Utilities,Large,Davidson,TN,73802.31,66422.08,66422.08,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),NAGCL06 - Nashville-Davidson Thermal Ash Landfill,G,Recreational or Other,Large,Davidson,TN,377471.94,339724.75,339724.75,2010-05-04 04:00:00+00:00,2010-09-29 19:38:39+00:00
1909,Severe Storm(s),NACWM14- Roads,C,Roads and Bridges,Large,Davidson,TN,54149.3,48734.37,48734.37,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NABLF07 - Emergency Protective Measures,B,Protective Measures,Large,Davidson,TN,164126.66,147713.99,147713.99,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NACWM21 - Roads,C,Roads and Bridges,Small,Davidson,TN,11580.64,10422.58,10422.58,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),NDCJT04 - Double Box Culvert,C,Roads and Bridges,Small,Davidson,TN,6772.53,6095.28,6095.28,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),TNFLS36 - Greathouse,F,Public Utilities,Small,Davidson,TN,9349.9,8414.91,8414.91,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),TNGLS37 - Golf Cars,G,Recreational or Other,Small,Davidson,TN,1146.1,1031.49,1031.49,2010-05-04 04:00:00+00:00,2010-09-04 22:10:35+00:00
1909,Severe Storm(s),TNGLS20 - Baseball Field Wooden Fence,G,Recreational or Other,Small,Davidson,TN,62567.0,56310.3,56310.3,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCTM08 - Culvert / Shoulder,C,Roads and Bridges,Small,Davidson,TN,13926.52,12533.87,12533.87,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCTM01 - Culvert,C,Roads and Bridges,Small,Davidson,TN,23001.18,20701.06,20701.06,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCJT02 -  Storm Drain,C,Roads and Bridges,Small,Davidson,TN,8237.37,7413.63,7413.63,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCJT01 - Box Bridge Culvert,C,Roads and Bridges,Small,Davidson,TN,6712.42,6041.18,6041.18,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NACLW15 - Roads,C,Roads and Bridges,Small,Davidson,TN,5940.38,5346.34,5346.34,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCTM02 - Storm Drain,C,Roads and Bridges,Small,Davidson,TN,7276.91,6549.22,6549.22,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NDCTM09 - Storm Drain,C,Roads and Bridges,Small,Davidson,TN,6223.1,5600.79,5600.79,2010-05-04 04:00:00+00:00,2010-09-11 22:43:05+00:00
1909,Severe Storm(s),NACWM16 - Roads,C,Roads and Bridges,Small,Davidson,TN,1774.77,1597.29,1597.29,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
